date,service,ridership
2023-10-07,shuttle_tebrau,8436
2023-10-08,shuttle_tebrau,7016
2023-10-09,shuttle_tebrau,8513
2023-10-10,shuttle_tebrau,8241
2023-10-11,shuttle_tebrau,8188
2023-10-12,shuttle_tebrau,8788
2023-10-13,shuttle_tebrau,9320
2023-10-14,shuttle_tebrau,8215
2023-10-15,shuttle_tebrau,7225
2023-10-16,shuttle_tebrau,8665
2023-10-17,shuttle_tebrau,8301
2023-10-18,shuttle_tebrau,8357
2023-10-19,shuttle_tebrau,8712
2023-10-20,shuttle_tebrau,9332
2023-10-21,shuttle_tebrau,8275
2023-10-22,shuttle_tebrau,6880
2023-10-23,shuttle_tebrau,8388
2023-10-24,shuttle_tebrau,7900
2023-10-25,shuttle_tebrau,8075
2023-10-26,shuttle_tebrau,8565
2023-10-27,shuttle_tebrau,9343
2023-10-28,shuttle_tebrau,8263
2023-10-29,shuttle_tebrau,7165
2023-10-30,shuttle_tebrau,8472
2023-10-31,shuttle_tebrau,8113
2023-11-01,shuttle_tebrau,8250
2023-11-02,shuttle_tebrau,8519
2023-11-03,shuttle_tebrau,9371
2023-11-04,shuttle_tebrau,8379
2023-11-05,shuttle_tebrau,7178
2023-11-06,shuttle_tebrau,8553
2023-11-07,shuttle_tebrau,8375
2023-11-08,shuttle_tebrau,8472
2023-11-09,shuttle_tebrau,9505
2023-11-10,shuttle_tebrau,9469
2023-11-11,shuttle_tebrau,8907
2023-11-12,shuttle_tebrau,8431
2023-11-13,shuttle_tebrau,8072
2023-11-14,shuttle_tebrau,8473
2023-11-15,shuttle_tebrau,8518
2023-11-16,shuttle_tebrau,9117
2023-11-17,shuttle_tebrau,9278
2023-11-18,shuttle_tebrau,8495
2023-11-19,shuttle_tebrau,7212
2023-11-20,shuttle_tebrau,8895
2023-11-21,shuttle_tebrau,8479
2023-11-22,shuttle_tebrau,8733
2023-11-23,shuttle_tebrau,9199
2023-11-24,shuttle_tebrau,9638
2023-11-25,shuttle_tebrau,8656
2023-11-26,shuttle_tebrau,7456
2023-11-27,shuttle_tebrau,8813
2023-11-28,shuttle_tebrau,8656
2023-11-29,shuttle_tebrau,8859
2023-11-30,shuttle_tebrau,9546
2023-12-01,shuttle_tebrau,9695
2023-12-02,shuttle_tebrau,8704
2023-12-03,shuttle_tebrau,7653
2023-12-04,shuttle_tebrau,8980
2023-12-05,shuttle_tebrau,8980
2023-12-06,shuttle_tebrau,9515
2023-12-07,shuttle_tebrau,9597
2023-12-08,shuttle_tebrau,9810
2023-12-09,shuttle_tebrau,9010
2023-12-10,shuttle_tebrau,7991
2023-12-11,shuttle_tebrau,9253
2023-12-12,shuttle_tebrau,9299
2023-12-13,shuttle_tebrau,9417
2023-12-14,shuttle_tebrau,9857
2023-12-15,shuttle_tebrau,9975
2023-12-16,shuttle_tebrau,9151
2023-12-17,shuttle_tebrau,8603
2023-12-18,shuttle_tebrau,9569
2023-12-19,shuttle_tebrau,9663
2023-12-20,shuttle_tebrau,9850
2023-12-21,shuttle_tebrau,9994
2023-12-22,shuttle_tebrau,9991
2023-12-23,shuttle_tebrau,9564
2023-12-24,shuttle_tebrau,9405
2023-12-25,shuttle_tebrau,9530
2023-12-26,shuttle_tebrau,9658
2023-12-27,shuttle_tebrau,9806
2023-12-28,shuttle_tebrau,9998
2023-12-29,shuttle_tebrau,9974
2023-12-30,shuttle_tebrau,9384
2023-12-31,shuttle_tebrau,8475
2024-01-01,shuttle_tebrau,7848
2024-01-02,shuttle_tebrau,8753
2024-01-03,shuttle_tebrau,8792
2024-01-04,shuttle_tebrau,8935
2024-01-05,shuttle_tebrau,9436
2024-01-06,shuttle_tebrau,8505
2024-01-07,shuttle_tebrau,7178
2024-01-08,shuttle_tebrau,8560
2024-01-09,shuttle_tebrau,8451
2024-01-10,shuttle_tebrau,8472
2024-01-11,shuttle_tebrau,8875
2024-01-12,shuttle_tebrau,9401
2024-01-13,shuttle_tebrau,8772
2024-01-14,shuttle_tebrau,7174
2024-01-15,shuttle_tebrau,8578
2024-01-16,shuttle_tebrau,8399
2024-01-17,shuttle_tebrau,8367
2024-01-18,shuttle_tebrau,8941
2024-01-19,shuttle_tebrau,9496
2024-01-20,shuttle_tebrau,9061
2024-01-21,shuttle_tebrau,7340
2024-01-22,shuttle_tebrau,8792
2024-01-23,shuttle_tebrau,8893
2024-01-24,shuttle_tebrau,9262
2024-01-25,shuttle_tebrau,9811
2024-01-26,shuttle_tebrau,9975
2024-01-27,shuttle_tebrau,9172
2024-01-28,shuttle_tebrau,7777
2024-01-29,shuttle_tebrau,8852
2024-01-30,shuttle_tebrau,8860
2024-01-31,shuttle_tebrau,9257
2024-02-01,shuttle_tebrau,9630
2024-02-02,shuttle_tebrau,9621
2024-02-03,shuttle_tebrau,8785
2024-02-04,shuttle_tebrau,7467
2024-02-05,shuttle_tebrau,8568
2024-02-06,shuttle_tebrau,9704
2024-02-07,shuttle_tebrau,9454
2024-02-08,shuttle_tebrau,8002
2024-02-09,shuttle_tebrau,7576
2024-02-10,shuttle_tebrau,8108
2024-02-11,shuttle_tebrau,7776
2024-02-12,shuttle_tebrau,8435
2024-02-13,shuttle_tebrau,8343
2024-02-14,shuttle_tebrau,7750
2024-02-15,shuttle_tebrau,9113
2024-02-16,shuttle_tebrau,9924
2024-02-17,shuttle_tebrau,8645
2024-02-18,shuttle_tebrau,7234
2024-02-19,shuttle_tebrau,8037
2024-02-20,shuttle_tebrau,8468
2024-02-21,shuttle_tebrau,8410
2024-02-22,shuttle_tebrau,8448
2024-02-23,shuttle_tebrau,9720
2024-02-24,shuttle_tebrau,8868
2024-02-25,shuttle_tebrau,7629
2024-02-26,shuttle_tebrau,8382
2024-02-27,shuttle_tebrau,8806
2024-02-28,shuttle_tebrau,8986
2024-02-29,shuttle_tebrau,8899
2024-03-01,shuttle_tebrau,9868
2024-03-02,shuttle_tebrau,9515
2024-03-03,shuttle_tebrau,8295
2024-03-04,shuttle_tebrau,8595
2024-03-05,shuttle_tebrau,9323
2024-03-06,shuttle_tebrau,9104
2024-03-07,shuttle_tebrau,9318
2024-03-08,shuttle_tebrau,9988
2024-03-09,shuttle_tebrau,9395
2024-03-10,shuttle_tebrau,8432
2024-03-11,shuttle_tebrau,8715
2024-03-12,shuttle_tebrau,9503
2024-03-13,shuttle_tebrau,9622
2024-03-14,shuttle_tebrau,9187
2024-03-15,shuttle_tebrau,9352
2024-03-16,shuttle_tebrau,8170
2024-03-17,shuttle_tebrau,7349
2024-03-18,shuttle_tebrau,8271
2024-03-19,shuttle_tebrau,8607
2024-03-20,shuttle_tebrau,8755
2024-03-21,shuttle_tebrau,8624
2024-03-22,shuttle_tebrau,9472
2024-03-23,shuttle_tebrau,8587
2024-03-24,shuttle_tebrau,7253
2024-03-25,shuttle_tebrau,8421
2024-03-26,shuttle_tebrau,8960
2024-03-27,shuttle_tebrau,9630
2024-03-28,shuttle_tebrau,9120
2024-03-29,shuttle_tebrau,8334
2024-03-30,shuttle_tebrau,8654
2024-03-31,shuttle_tebrau,7900
2024-04-01,shuttle_tebrau,8296
2024-04-02,shuttle_tebrau,8830
2024-04-03,shuttle_tebrau,9080
2024-04-04,shuttle_tebrau,8791
2024-04-05,shuttle_tebrau,9860
2024-04-06,shuttle_tebrau,8794
2024-04-07,shuttle_tebrau,7583
2024-04-08,shuttle_tebrau,8763
2024-04-09,shuttle_tebrau,9945
2024-04-10,shuttle_tebrau,8327
2024-04-11,shuttle_tebrau,9065
2024-04-12,shuttle_tebrau,9784
2024-04-13,shuttle_tebrau,8899
2024-04-14,shuttle_tebrau,7191
2024-04-15,shuttle_tebrau,8122
2024-04-16,shuttle_tebrau,8130
2024-04-17,shuttle_tebrau,8345
2024-04-18,shuttle_tebrau,8328
2024-04-19,shuttle_tebrau,9434
2024-04-20,shuttle_tebrau,8495
2024-04-21,shuttle_tebrau,7091
2024-04-22,shuttle_tebrau,8111
2024-04-23,shuttle_tebrau,8151
2024-04-24,shuttle_tebrau,8331
2024-04-25,shuttle_tebrau,8434
2024-04-26,shuttle_tebrau,9461
2024-04-27,shuttle_tebrau,8494
2024-04-28,shuttle_tebrau,7062
2024-04-29,shuttle_tebrau,8322
2024-04-30,shuttle_tebrau,9759
2024-05-01,shuttle_tebrau,7467
2024-05-02,shuttle_tebrau,8455
2024-05-03,shuttle_tebrau,9541
2024-05-04,shuttle_tebrau,8310
2024-05-05,shuttle_tebrau,7018
2024-05-06,shuttle_tebrau,8111
2024-05-07,shuttle_tebrau,8269
2024-05-08,shuttle_tebrau,8288
2024-05-09,shuttle_tebrau,8746
2024-05-10,shuttle_tebrau,9354
2024-05-11,shuttle_tebrau,8468
2024-05-12,shuttle_tebrau,6936
2024-05-13,shuttle_tebrau,8193
2024-05-14,shuttle_tebrau,8342
2024-05-15,shuttle_tebrau,8242
2024-05-16,shuttle_tebrau,8180
2024-05-17,shuttle_tebrau,9341
2024-05-18,shuttle_tebrau,8328
2024-05-19,shuttle_tebrau,7108
2024-05-20,shuttle_tebrau,8800
2024-05-21,shuttle_tebrau,9860
2024-05-22,shuttle_tebrau,7748
2024-05-23,shuttle_tebrau,9536
2024-05-24,shuttle_tebrau,9789
2024-05-25,shuttle_tebrau,8908
2024-05-26,shuttle_tebrau,7567
2024-05-27,shuttle_tebrau,8927
2024-05-28,shuttle_tebrau,8931
2024-05-29,shuttle_tebrau,8955
2024-05-30,shuttle_tebrau,9645
2024-05-31,shuttle_tebrau,9669
2024-06-01,shuttle_tebrau,9067
2024-06-02,shuttle_tebrau,7741
2024-06-03,shuttle_tebrau,9305
2024-06-04,shuttle_tebrau,8881
2024-06-05,shuttle_tebrau,8928
2024-06-06,shuttle_tebrau,9558
2024-06-07,shuttle_tebrau,9672
2024-06-08,shuttle_tebrau,8832
2024-06-09,shuttle_tebrau,7618
2024-06-10,shuttle_tebrau,9017
2024-06-11,shuttle_tebrau,9108
2024-06-12,shuttle_tebrau,9403
2024-06-13,shuttle_tebrau,9863
2024-06-14,shuttle_tebrau,9818
2024-06-15,shuttle_tebrau,9246
2024-06-16,shuttle_tebrau,8138
2024-06-17,shuttle_tebrau,8060
2024-06-18,shuttle_tebrau,8967
2024-06-19,shuttle_tebrau,9117
2024-06-20,shuttle_tebrau,9584
2024-06-21,shuttle_tebrau,9833
2024-06-22,shuttle_tebrau,8595
2024-06-23,shuttle_tebrau,7054
2024-06-24,shuttle_tebrau,8683
2024-06-25,shuttle_tebrau,8402
2024-06-26,shuttle_tebrau,8571
2024-06-27,shuttle_tebrau,8883
2024-06-28,shuttle_tebrau,9568
2024-06-29,shuttle_tebrau,8921
2024-06-30,shuttle_tebrau,7486
2024-07-01,shuttle_tebrau,8580
2024-07-02,shuttle_tebrau,8337
2024-07-03,shuttle_tebrau,8399
2024-07-04,shuttle_tebrau,8861
2024-07-05,shuttle_tebrau,9544
2024-07-06,shuttle_tebrau,8930
2024-07-07,shuttle_tebrau,7629
2024-07-08,shuttle_tebrau,8735
2024-07-09,shuttle_tebrau,8106
2024-07-10,shuttle_tebrau,8469
2024-07-11,shuttle_tebrau,8837
2024-07-12,shuttle_tebrau,9565
2024-07-13,shuttle_tebrau,8567
2024-07-14,shuttle_tebrau,7051
2024-07-15,shuttle_tebrau,8471
2024-07-16,shuttle_tebrau,7978
2024-07-17,shuttle_tebrau,8369
2024-07-18,shuttle_tebrau,8849
2024-07-19,shuttle_tebrau,9097
2024-07-20,shuttle_tebrau,8760
2024-07-21,shuttle_tebrau,6949
2024-07-22,shuttle_tebrau,8115
2024-07-23,shuttle_tebrau,8128
2024-07-24,shuttle_tebrau,8302
2024-07-25,shuttle_tebrau,8434
2024-07-26,shuttle_tebrau,9440
2024-07-27,shuttle_tebrau,8834
2024-07-28,shuttle_tebrau,7180
2024-07-29,shuttle_tebrau,8202
2024-07-30,shuttle_tebrau,8421
2024-07-31,shuttle_tebrau,8425
2024-08-01,shuttle_tebrau,8219
2024-08-02,shuttle_tebrau,9482
2024-08-03,shuttle_tebrau,8480
2024-08-04,shuttle_tebrau,6836
2024-08-05,shuttle_tebrau,8077
2024-08-06,shuttle_tebrau,8265
2024-08-07,shuttle_tebrau,9196
2024-08-08,shuttle_tebrau,8722
2024-08-09,shuttle_tebrau,8146
2024-08-10,shuttle_tebrau,8238
2024-08-11,shuttle_tebrau,7362
2024-08-12,shuttle_tebrau,8273
2024-08-13,shuttle_tebrau,8383
2024-08-14,shuttle_tebrau,8336
2024-08-15,shuttle_tebrau,8096
2024-08-16,shuttle_tebrau,9429
2024-08-17,shuttle_tebrau,8187
2024-08-18,shuttle_tebrau,6745
2024-08-19,shuttle_tebrau,8267
2024-08-20,shuttle_tebrau,8043
2024-08-21,shuttle_tebrau,7915
2024-08-22,shuttle_tebrau,8605
2024-08-23,shuttle_tebrau,9393
2024-08-24,shuttle_tebrau,8130
2024-08-25,shuttle_tebrau,6797
2024-08-26,shuttle_tebrau,8379
2024-08-27,shuttle_tebrau,7915
2024-08-28,shuttle_tebrau,8330
2024-08-29,shuttle_tebrau,9358
2024-08-30,shuttle_tebrau,9453
2024-08-31,shuttle_tebrau,8794
2024-09-01,shuttle_tebrau,7641
2024-09-02,shuttle_tebrau,8537
2024-09-03,shuttle_tebrau,9025
2024-09-04,shuttle_tebrau,9165
2024-09-05,shuttle_tebrau,8929
2024-09-06,shuttle_tebrau,9702
2024-09-07,shuttle_tebrau,8303
2024-09-08,shuttle_tebrau,7000
2024-09-09,shuttle_tebrau,8127
2024-09-10,shuttle_tebrau,8042
2024-09-11,shuttle_tebrau,8154
2024-09-12,shuttle_tebrau,8384
2024-09-13,shuttle_tebrau,9517
2024-09-14,shuttle_tebrau,8556
2024-09-15,shuttle_tebrau,7579
2024-09-16,shuttle_tebrau,8546
2024-09-17,shuttle_tebrau,8896
2024-09-18,shuttle_tebrau,8402
2024-09-19,shuttle_tebrau,8458
2024-09-20,shuttle_tebrau,9358
2024-09-21,shuttle_tebrau,8132
2024-09-22,shuttle_tebrau,6702
2024-09-23,shuttle_tebrau,8057
2024-09-24,shuttle_tebrau,7918
2024-09-25,shuttle_tebrau,8078
2024-09-26,shuttle_tebrau,8076
2024-09-27,shuttle_tebrau,9363
2024-09-28,shuttle_tebrau,8409
2024-09-29,shuttle_tebrau,6825
2024-09-30,shuttle_tebrau,8103
2024-10-01,shuttle_tebrau,7952
2024-10-02,shuttle_tebrau,8145
2024-10-03,shuttle_tebrau,8672
2024-10-04,shuttle_tebrau,9423
2024-10-05,shuttle_tebrau,8256
2024-10-06,shuttle_tebrau,6798
2024-10-07,shuttle_tebrau,7954
2024-10-08,shuttle_tebrau,7891
2024-10-09,shuttle_tebrau,7759
2024-10-10,shuttle_tebrau,7888
2024-10-11,shuttle_tebrau,9401
2024-10-12,shuttle_tebrau,8040
2024-10-13,shuttle_tebrau,6964
2024-10-14,shuttle_tebrau,8095
2024-10-15,shuttle_tebrau,8057
2024-10-16,shuttle_tebrau,7959
2024-10-17,shuttle_tebrau,7703
2024-10-18,shuttle_tebrau,9184
2024-10-19,shuttle_tebrau,7739
2024-10-20,shuttle_tebrau,6481
2024-10-21,shuttle_tebrau,7830
2024-10-22,shuttle_tebrau,7516
2024-10-23,shuttle_tebrau,7583
2024-10-24,shuttle_tebrau,8204
2024-10-25,shuttle_tebrau,8813
2024-10-26,shuttle_tebrau,7828
2024-10-27,shuttle_tebrau,6624
2024-10-28,shuttle_tebrau,8115
2024-10-29,shuttle_tebrau,8520
2024-10-30,shuttle_tebrau,9319
2024-10-31,shuttle_tebrau,7700
2024-11-01,shuttle_tebrau,9600
2024-11-02,shuttle_tebrau,8127
2024-11-03,shuttle_tebrau,6784
2024-11-04,shuttle_tebrau,8016
2024-11-05,shuttle_tebrau,7664
2024-11-06,shuttle_tebrau,7751
2024-11-07,shuttle_tebrau,7814
2024-11-08,shuttle_tebrau,9199
2024-11-09,shuttle_tebrau,7917
2024-11-10,shuttle_tebrau,6624
2024-11-11,shuttle_tebrau,7627
2024-11-12,shuttle_tebrau,7835
2024-11-13,shuttle_tebrau,7782
2024-11-14,shuttle_tebrau,8048
2024-11-15,shuttle_tebrau,9257
2024-11-16,shuttle_tebrau,7911
2024-11-17,shuttle_tebrau,6966
2024-11-18,shuttle_tebrau,8139
2024-11-19,shuttle_tebrau,8233
2024-11-20,shuttle_tebrau,8094
2024-11-21,shuttle_tebrau,8211
2024-11-22,shuttle_tebrau,8815
2024-11-23,shuttle_tebrau,7789
2024-11-24,shuttle_tebrau,6813
2024-11-25,shuttle_tebrau,8259
2024-11-26,shuttle_tebrau,8380
2024-11-27,shuttle_tebrau,8508
2024-11-28,shuttle_tebrau,8442
2024-11-29,shuttle_tebrau,9351
2024-11-30,shuttle_tebrau,8296
2024-12-01,shuttle_tebrau,7102
2024-12-02,shuttle_tebrau,8255
2024-12-03,shuttle_tebrau,8401
2024-12-04,shuttle_tebrau,8434
2024-12-05,shuttle_tebrau,8579
2024-12-06,shuttle_tebrau,9455
2024-12-07,shuttle_tebrau,8320
2024-12-08,shuttle_tebrau,7395
2024-12-09,shuttle_tebrau,8500
2024-12-10,shuttle_tebrau,8715
2024-12-11,shuttle_tebrau,8814
2024-12-12,shuttle_tebrau,8866
2024-12-13,shuttle_tebrau,9514
2024-12-14,shuttle_tebrau,8445
2024-12-15,shuttle_tebrau,7287
2024-12-16,shuttle_tebrau,9070
2024-12-17,shuttle_tebrau,9046
2024-12-18,shuttle_tebrau,9412
2024-12-19,shuttle_tebrau,9689
2024-12-20,shuttle_tebrau,9761
2024-12-21,shuttle_tebrau,8863
2024-12-22,shuttle_tebrau,8189
2024-12-23,shuttle_tebrau,9172
2024-12-24,shuttle_tebrau,9975
2024-12-25,shuttle_tebrau,8769
2024-12-26,shuttle_tebrau,9182
2024-12-27,shuttle_tebrau,9865
2024-12-28,shuttle_tebrau,8910
2024-12-29,shuttle_tebrau,7616
2024-12-30,shuttle_tebrau,9543
2024-12-31,shuttle_tebrau,9670
2025-01-01,shuttle_tebrau,6419
2025-01-02,shuttle_tebrau,9024
2025-01-03,shuttle_tebrau,9374
2025-01-04,shuttle_tebrau,7922
2025-01-05,shuttle_tebrau,6651
2025-01-06,shuttle_tebrau,8067
2025-01-07,shuttle_tebrau,7915
2025-01-08,shuttle_tebrau,8099
2025-01-09,shuttle_tebrau,7966
2025-01-10,shuttle_tebrau,9164
2025-01-11,shuttle_tebrau,8259
2025-01-12,shuttle_tebrau,6865
2025-01-13,shuttle_tebrau,8210
2025-01-14,shuttle_tebrau,7956
2025-01-15,shuttle_tebrau,8090
2025-01-16,shuttle_tebrau,8112
2025-01-17,shuttle_tebrau,9238
2025-01-18,shuttle_tebrau,8142
2025-01-19,shuttle_tebrau,7057
2025-01-20,shuttle_tebrau,8157
2025-01-21,shuttle_tebrau,8400
2025-01-22,shuttle_tebrau,8585
2025-01-23,shuttle_tebrau,8887
2025-01-24,shuttle_tebrau,9250
2025-01-25,shuttle_tebrau,8974
2025-01-26,shuttle_tebrau,8721
2025-01-27,shuttle_tebrau,8732
2025-01-28,shuttle_tebrau,7094
2025-01-29,shuttle_tebrau,8073
2025-01-30,shuttle_tebrau,7513
2025-01-31,shuttle_tebrau,9565
2025-02-01,shuttle_tebrau,8071
2025-02-02,shuttle_tebrau,6770
2025-02-03,shuttle_tebrau,7494
2025-02-04,shuttle_tebrau,7892
2025-02-05,shuttle_tebrau,7625
2025-02-06,shuttle_tebrau,7556
2025-02-07,shuttle_tebrau,9255
2025-02-08,shuttle_tebrau,8377
2025-02-09,shuttle_tebrau,6803
2025-02-10,shuttle_tebrau,7954
2025-02-11,shuttle_tebrau,7676
2025-02-12,shuttle_tebrau,7430
2025-02-13,shuttle_tebrau,7681
2025-02-14,shuttle_tebrau,9145
2025-02-15,shuttle_tebrau,8164
2025-02-16,shuttle_tebrau,6724
2025-02-17,shuttle_tebrau,7754
2025-02-18,shuttle_tebrau,7667
2025-02-19,shuttle_tebrau,7834
2025-02-20,shuttle_tebrau,7622
2025-02-21,shuttle_tebrau,9250
2025-02-22,shuttle_tebrau,7936
2025-02-23,shuttle_tebrau,6853
2025-02-24,shuttle_tebrau,8004
2025-02-25,shuttle_tebrau,7823
2025-02-26,shuttle_tebrau,7864
2025-02-27,shuttle_tebrau,7874
2025-02-28,shuttle_tebrau,9311
2025-03-01,shuttle_tebrau,7529
2025-03-02,shuttle_tebrau,6004
2025-03-03,shuttle_tebrau,7334
2025-03-04,shuttle_tebrau,7066
2025-03-05,shuttle_tebrau,7122
2025-03-06,shuttle_tebrau,7377
2025-03-07,shuttle_tebrau,9053
2025-03-08,shuttle_tebrau,7350
2025-03-09,shuttle_tebrau,6468
2025-03-10,shuttle_tebrau,7658
2025-03-11,shuttle_tebrau,7445
2025-03-12,shuttle_tebrau,7520
2025-03-13,shuttle_tebrau,7876
2025-03-14,shuttle_tebrau,9063
2025-03-15,shuttle_tebrau,7796
2025-03-16,shuttle_tebrau,7362
2025-03-17,shuttle_tebrau,8520
2025-03-18,shuttle_tebrau,9022
2025-03-19,shuttle_tebrau,9552
2025-03-20,shuttle_tebrau,9146
2025-03-21,shuttle_tebrau,9699
2025-03-22,shuttle_tebrau,8058
2025-03-23,shuttle_tebrau,6879
2025-03-24,shuttle_tebrau,8239
2025-03-25,shuttle_tebrau,8179
2025-03-26,shuttle_tebrau,8339
2025-03-27,shuttle_tebrau,8512
2025-03-28,shuttle_tebrau,9243
2025-03-29,shuttle_tebrau,8184
2025-03-30,shuttle_tebrau,7387
2025-03-31,shuttle_tebrau,6637
2025-04-01,shuttle_tebrau,8389
2025-04-02,shuttle_tebrau,8246
2025-04-03,shuttle_tebrau,7901
2025-04-04,shuttle_tebrau,9165
2025-04-05,shuttle_tebrau,7700
2025-04-06,shuttle_tebrau,6382
2025-04-07,shuttle_tebrau,7452
2025-04-08,shuttle_tebrau,7212
2025-04-09,shuttle_tebrau,7606
2025-04-10,shuttle_tebrau,7564
2025-04-11,shuttle_tebrau,9236
2025-04-12,shuttle_tebrau,7757
2025-04-13,shuttle_tebrau,6565
2025-04-14,shuttle_tebrau,7566
2025-04-15,shuttle_tebrau,7730
2025-04-16,shuttle_tebrau,8069
2025-04-17,shuttle_tebrau,8522
2025-04-18,shuttle_tebrau,7852
2025-04-19,shuttle_tebrau,7934
2025-04-20,shuttle_tebrau,6483
2025-04-21,shuttle_tebrau,7802
2025-04-22,shuttle_tebrau,7452
2025-04-23,shuttle_tebrau,7464
2025-04-24,shuttle_tebrau,7508
2025-04-25,shuttle_tebrau,9247
2025-04-26,shuttle_tebrau,7867
2025-04-27,shuttle_tebrau,6583
2025-04-28,shuttle_tebrau,7796
2025-04-29,shuttle_tebrau,7873
2025-04-30,shuttle_tebrau,9209
2025-05-01,shuttle_tebrau,6980
2025-05-02,shuttle_tebrau,9727
2025-05-03,shuttle_tebrau,8485
2025-05-04,shuttle_tebrau,7150
2025-05-05,shuttle_tebrau,8131
2025-05-06,shuttle_tebrau,7816
2025-05-07,shuttle_tebrau,7895
2025-05-08,shuttle_tebrau,8093
2025-05-09,shuttle_tebrau,9223
2025-05-10,shuttle_tebrau,8426
2025-05-11,shuttle_tebrau,7967
2025-05-12,shuttle_tebrau,6864
2025-05-13,shuttle_tebrau,8069
2025-05-14,shuttle_tebrau,7689
2025-05-15,shuttle_tebrau,7882
2025-05-16,shuttle_tebrau,9192
2025-05-17,shuttle_tebrau,7881
2025-05-18,shuttle_tebrau,6468
2025-05-19,shuttle_tebrau,7904
2025-05-20,shuttle_tebrau,7642
2025-05-21,shuttle_tebrau,7693
2025-05-22,shuttle_tebrau,7773
2025-05-23,shuttle_tebrau,9300
2025-05-24,shuttle_tebrau,7913
2025-05-25,shuttle_tebrau,6624
2025-05-26,shuttle_tebrau,7982
2025-05-27,shuttle_tebrau,7765
2025-05-28,shuttle_tebrau,7868
2025-05-29,shuttle_tebrau,8734
2025-05-30,shuttle_tebrau,9555
2025-05-31,shuttle_tebrau,8643
2025-06-01,shuttle_tebrau,7532
2025-06-02,shuttle_tebrau,9278
2025-06-03,shuttle_tebrau,8691
2025-06-04,shuttle_tebrau,8879
2025-06-05,shuttle_tebrau,9342
2025-06-06,shuttle_tebrau,9368
2025-06-07,shuttle_tebrau,7994
2025-06-08,shuttle_tebrau,7315
2025-06-09,shuttle_tebrau,8919
2025-06-10,shuttle_tebrau,8744
2025-06-11,shuttle_tebrau,8870
2025-06-12,shuttle_tebrau,9204
2025-06-13,shuttle_tebrau,9550
2025-06-14,shuttle_tebrau,8285
2025-06-15,shuttle_tebrau,7202
2025-06-16,shuttle_tebrau,8989
2025-06-17,shuttle_tebrau,8974
2025-06-18,shuttle_tebrau,8840
2025-06-19,shuttle_tebrau,9326
2025-06-20,shuttle_tebrau,9622
2025-06-21,shuttle_tebrau,8310
2025-06-22,shuttle_tebrau,7239
2025-06-23,shuttle_tebrau,8844
2025-06-24,shuttle_tebrau,8677
2025-06-25,shuttle_tebrau,8879
2025-06-26,shuttle_tebrau,9360
2025-06-27,shuttle_tebrau,9965
2025-06-28,shuttle_tebrau,8771
2025-06-29,shuttle_tebrau,6902
2025-06-30,shuttle_tebrau,8374
2025-07-01,shuttle_tebrau,8047
2025-07-02,shuttle_tebrau,8098
2025-07-03,shuttle_tebrau,8417
2025-07-04,shuttle_tebrau,9343
2025-07-05,shuttle_tebrau,8206
2025-07-06,shuttle_tebrau,7133
2025-07-07,shuttle_tebrau,8674
2025-07-08,shuttle_tebrau,8163
2025-07-09,shuttle_tebrau,7981
2025-07-10,shuttle_tebrau,8652
2025-07-11,shuttle_tebrau,9484
2025-07-12,shuttle_tebrau,8234
2025-07-13,shuttle_tebrau,6736
2025-07-14,shuttle_tebrau,8354
2025-07-15,shuttle_tebrau,7956
2025-07-16,shuttle_tebrau,8237
2025-07-17,shuttle_tebrau,8760
2025-07-18,shuttle_tebrau,9516
2025-07-19,shuttle_tebrau,8460
2025-07-20,shuttle_tebrau,6989
2025-07-21,shuttle_tebrau,8271
2025-07-22,shuttle_tebrau,8142
2025-07-23,shuttle_tebrau,8226
2025-07-24,shuttle_tebrau,8272
2025-07-25,shuttle_tebrau,9640
2025-07-26,shuttle_tebrau,8559
2025-07-27,shuttle_tebrau,7152
2025-07-28,shuttle_tebrau,8275
2025-07-29,shuttle_tebrau,8138
2025-07-30,shuttle_tebrau,8356
2025-07-31,shuttle_tebrau,8268
2025-08-01,shuttle_tebrau,9492
2025-08-02,shuttle_tebrau,8471
2025-08-03,shuttle_tebrau,6975
2025-08-04,shuttle_tebrau,8215
2025-08-05,shuttle_tebrau,8259
2025-08-06,shuttle_tebrau,8393
2025-08-07,shuttle_tebrau,8857
2025-08-08,shuttle_tebrau,9264
2025-08-09,shuttle_tebrau,8153
2025-08-10,shuttle_tebrau,7367
2025-08-11,shuttle_tebrau,8244
2025-08-12,shuttle_tebrau,8871
2025-08-13,shuttle_tebrau,8823
2025-08-14,shuttle_tebrau,8717
2025-08-15,shuttle_tebrau,9506
2025-08-16,shuttle_tebrau,8570
2025-08-17,shuttle_tebrau,7239
2025-08-18,shuttle_tebrau,8586
2025-08-19,shuttle_tebrau,8313
2025-08-20,shuttle_tebrau,8263
2025-08-21,shuttle_tebrau,8754
2025-08-22,shuttle_tebrau,9354
2025-08-23,shuttle_tebrau,8404
2025-08-24,shuttle_tebrau,6859
2025-08-25,shuttle_tebrau,8422
2025-08-26,shuttle_tebrau,8065
2025-08-27,shuttle_tebrau,8144
2025-08-28,shuttle_tebrau,8937
2025-08-29,shuttle_tebrau,9490
2025-08-30,shuttle_tebrau,8615
2025-08-31,shuttle_tebrau,7224
2025-09-01,shuttle_tebrau,8537
2025-09-02,shuttle_tebrau,8047
2025-09-03,shuttle_tebrau,8322
2025-09-04,shuttle_tebrau,8896
